t,ax,ay,az,wx,wy,wz
0.142,-0.09440685512237845,0.009983295199263446,-0.011702972317170912,0.0015127980073433198,8.572527570990994e-05,0.0002835038912461327
0.151,-0.09545501562605671,0.003042524599565201,-0.01323971326978363,0.0017488354796754443,-0.00021184675949039225,0.000981167740337705
0.161,-0.07143808341237759,0.025491634569099857,-0.005193457344190525,0.0017388652182221218,-0.00042348234070786273,0.000991635270456941
0.17,-0.0678569055397644,0.03221504817615897,-0.004170391340079309,0.0019335206123909355,-0.0003111439869586542,0.00015955688403797687
0.179,-0.09395382400852952,0.012306604218751249,-0.010635294914208383,0.0019373864396430704,0.00021520449102075133,0.0003289939968165604
0.19,-0.09211709261818216,0.016483926632762803,-0.006984419762709501,0.0016987091529931935,0.00011954954399072778,0.0007888366139588323
0.198,-0.06532118074606101,0.041927398457866874,-0.0015951820541550898,0.0019340792921556306,-0.00017111783328805302,0.0007353807240793717
0.208,-0.07545303468920092,0.03753078451949606,-0.006484938916838176,0.0015215562631906256,0.0005729505428633897,0.00027308564669608737
0.217,-0.10240864001981548,-0.0001641169869602728,-0.010672100416725127,0.0015375534306110777,-0.00022350279946187394,0.00013858103005987438
0.227,-0.0924065336878637,0.0032647619072782956,-0.008087867114022523,0.0019310865914796652,-0.0003528369238270197,0.0004900611700522292
0.236,-0.06776311426790707,0.03414222664677121,-0.005257486486871288,0.0017305738230922042,-3.395911283057173e-05,0.00033189855080745375
0.246,-0.07621029300345897,0.031846737637142256,-0.0073985303785005715,0.0017276748424721838,0.00018864202880805348,0.0003440364824406623
0.255,-0.09520881333598184,0.011809313756598012,-0.008841134606962854,0.0019111310343244237,-0.00017277476270161895,0.0007055229676831121
0.265,-0.09218170703894685,0.013578893197569351,-0.004909177215121608,0.001755192653295734,0.00020169647089079528,0.0007279910210340149
0.275,-0.07623987901371405,0.04029068218278367,-0.006338312713124735,0.0019059471087407756,0.00021370979673305987,0.0005720123040836836
0.284,-0.0809397094983357,0.03152333221874787,-0.01127860565273307,0.001550424776362848,-0.0001812961403006062,0.00012380941721848552
0.293,-0.09548579882434277,0.008663299107554635,-0.009631486835301196,0.0013028693863291847,-0.0004037675075705988,0.0007051541370912738
0.303,-0.0794035938910532,0.019588591251066836,-0.0023421500593638987,0.001508876989280076,-0.00042898076413425406,0.0007521531095192787
0.312,-0.06801106956312351,0.03274268340264231,-0.0009434700377075169,0.0018856599744100971,0.00031541862068498684,0.00036452515322108435
0.321,-0.08448737716405542,0.01680168377043501,-0.009069700385205375,0.0019346989570710198,9.26210779441773e-05,0.0005219909038582191
0.331,-0.09758622982315507,0.0029648064635845843,-0.015782562445540476,0.0019366840876069403,1.899054396870735e-05,0.000751241907177084
0.341,-0.08025315499025996,0.022700937322211116,-0.009059060889928992,0.0019602483065378046,-0.00023552109718817467,0.0005365814490212911
0.35,-0.06747958615670582,0.034232509942659355,0.00023410727091301327,0.0017951311005702123,1.1899628947798169e-05,0.0005121780310743232
0.359,-0.08622579205132173,0.025062561301750986,-0.003438545021917658,0.0018888319964368147,0.0001659952281133111,0.0003793293457905928
0.369,-0.09350133309308048,0.00959807705108261,-0.013092823699690566,0.0018917710695270037,-0.0002763224064186387,0.0007046108476854063
0.378,-0.07275699361027924,0.02266781816321834,-0.01174619164577088,0.0019365819770901039,-0.00013547219939460592,0.0006858870467524474
0.388,-0.0650859857442317,0.03773956203179245,-0.00266776493209135,0.0019380688881495806,0.000163741112092129,0.000597485219773142
0.397,-0.08449238013544165,0.009819016954225799,-0.0026354640309683534,0.0019021880929638582,0.0002590203115929047,0.0004976079627910441
0.407,-0.09094466451999166,0.002308027260930604,-0.008706880189942933,0.00213226842784106,-0.00020018035390603864,0.0009106713121918572
0.417,-0.0633097385707054,0.03249598030021708,-0.008147404580239031,0.0020424319025389515,0.000172808722446319,0.0006256538015307758
0.426,-0.06141355857838561,0.036803983001927325,-0.0080162695140546,0.0017725433465919783,0.0002544762231593878,0.0003272658185067397
0.435,-0.09276274046576741,0.011854398545324437,-0.011805050359059642,0.002015186167498364,-7.739275747046742e-05,0.0003268159325901199
0.445,-0.09650343430934573,0.009031590042812211,-0.012091113657245642,0.0016542322328960105,-0.00036435455887211303,0.0004972239770848902
0.454,-0.07254653611097137,0.038285669119946276,-0.004813209283160184,0.0014881210313682145,5.403690680568906e-06,0.0005864170556000147
0.464,-0.07314552524727844,0.03873407166272634,-0.0016693572235284707,0.001727154691833456,0.0002199604799217213,0.00016430336155688721
0.473,-0.0900438268296807,0.007610626903552964,-0.008869233078850668,0.0018329488974965615,-2.986418890861271e-05,0.0006147788612300496
0.483,-0.08440868223919405,0.0038159425581338335,-0.012990678771316549,0.0017165481934433716,-0.0003718276277541501,0.0005915021241889637
0.492,-0.06236447548639484,0.0336551642999041,-0.00731933600319302,0.002014652166903782,-0.0001699889672953792,0.00032318499903500193
0.502,-0.07007944171764487,0.036448302319936225,-0.0037839449271559614,0.002190207696512138,-5.501853545329346e-05,0.00043283092608977316
0.512,-0.0968805553273089,0.008573924554998103,-0.010878524126094595,0.0022505802000445975,-0.00010174024619871383,0.00042557780043215004
0.52,-0.08881971812374827,0.011691379983156135,-0.012357193205168,0.0018942981361497245,-0.00020768130154599754,0.000775557123438102
0.53,-0.06495187680771551,0.043194733235763554,-0.005573778797436077,0.001936487318321931,0.00012062942099040516,0.0007853757691551081
0.54,-0.07798108375334925,0.0391937732522545,-0.005838962516980259,0.0016403550188691903,0.00034403923486951644,0.00045472031418802036
0.549,-0.10617869284751709,0.006269541512261351,-0.012915425344528537,0.0016772708425313828,-1.731690292753883e-05,0.0003314479658339644
0.558,-0.08725271481594209,0.013165579235105761,-0.012496525388809215,0.0017666257477857944,-0.00031078513421343556,0.0007496644461819003
0.568,-0.05449169617269677,0.03867043651507475,-0.0027451021794905623,0.00191710550585747,-0.0004026644830951286,0.0005124201849460242
0.577,-0.07191579221687053,0.023224731529472197,-0.002158802319860517,0.002150573065099554,0.00010400772933753157,0.00040861229428893386
0.587,-0.10285734645344746,-0.004784577401785135,-0.011134557749966167,0.0020252192585978167,0.0002181936769070953,0.0004442739313105409
0.596,-0.088563688665635,0.0143044418943542,-0.011942943213483855,0.0019359083384138185,-0.00022388124706872913,0.00062223575317849
0.606,-0.062265326317729616,0.046106051047945226,-0.005207287144314781,0.0018250845015794373,7.401139724912988e-07,0.000660078760043726
0.615,-0.08062053131519267,0.026462748254608353,-0.0048434986185563016,0.0018261175453763636,0.00010303889131136818,0.00039078947680142864
0.625,-0.10476515240928674,0.00268485362792174,-0.0087179591625412,0.002057271721175385,-0.0001852814776178492,0.0006720950477223681
0.634,-0.08747388425423364,0.02293661093474591,-0.008870081238214846,0.0020574211771503493,-0.0003619418535637984,0.0005363630175759263
0.644,-0.057709127413782035,0.045911366521054986,-0.007878026199078018,0.0018308890207637315,-0.00018347796605209797,0.0005322837023100712
0.653,-0.07722749225500303,0.022364226919346107,-0.009178423106858277,0.0018026041816389506,0.0004342763633417894,0.00013135540065617668
0.663,-0.10389270926675083,0.0008559494023766649,-0.008663119466776777,0.0019387124611139222,0.00012008532547667851,0.00034658986306976085
0.672,-0.07931521252724519,0.026953322119116527,-0.0056126055510028194,0.001726131955419683,-0.0002613539503773409,0.0008232240033223251
0.681,-0.055188676386111093,0.04203418957756701,-0.004495373541667692,0.0017250241005084415,-0.00015663277167491616,0.00047329230111950855
0.692,-0.07708497826446838,0.01300388379733879,-0.009093744630784155,0.002065727308182595,-0.00032191699550109855,9.936186158660535e-05
0.701,-0.10007915253301458,0.0020017842911810163,-0.013606522879009608,0.0019136069612567495,-0.0002950687547659302,0.00034692945107406845
0.71,-0.07997463262237078,0.03479377169389583,-0.01203950929677882,0.0019114910029411213,-0.00026571898700507876,0.0003211540622158345
0.719,-0.06646103847000766,0.05065482369908701,-0.007898010051310007,0.001613239735924113,0.0002838662853957496,0.0003221271989036543
0.729,-0.09098269378776042,0.026340126109370282,-0.010008634419678567,0.001937278971500827,0.00013122276639413718,0.0003475205516342469
0.738,-0.10453500918763439,0.012926356341843862,-0.011291461968468083,0.0017331834093380382,-0.0002411862426338872,0.0005910568102052913
0.749,-0.07628407825389764,0.03783968329499896,-0.008022932026551192,0.0017168029976941117,-0.0006201180430381523,0.0007508912145504391
0.757,-0.06414049869944696,0.04268997498959341,-0.00682452965725158,0.001725926068582335,-0.00027879021131438895,0.00045456270255574366
0.767,-0.09170659760849752,0.009849316692519233,-0.009041020654123561,0.0017377385250681103,0.0001712294811084504,0.0006304940500025523
0.777,-0.09862445745086501,0.003124125212635151,-0.009786384162112657,0.0017817793742766319,-1.2895911019661623e-05,0.0006471529703935047
0.786,-0.07222691419926652,0.027240313148654195,-0.005533333361628121,0.0019375332609322968,-9.085292681141406e-06,0.0003201672557652769
0.795,-0.06976888162110208,0.04388638824905815,-0.006739160963004486,0.0019389060110965159,0.00017679436684095982,0.0002826335602418128
0.805,-0.09809820934251,0.01890578325665316,-0.011888959487132332,0.0019387671047536796,6.930417852102111e-06,0.0003868000136534315
0.814,-0.10269650463285186,0.0030901075280448283,-0.009547904624838115,0.002004783995774367,8.456200549837806e-06,0.0006072838193113396
0.824,-0.07516269654019186,0.03272815819230099,-0.0045309621639445475,0.0019905993922619196,-2.7174772163439615e-05,0.0007474398903748925
0.833,-0.06907000672143795,0.039977313591660645,-0.0060225032850689105,0.001589497621042172,-0.0002487349322035815,0.0004893883609887738
0.843,-0.09137971678233792,0.012306005253894973,-0.013161782764084643,0.00200623644084518,4.1658005341354054e-05,0.0004232888646075782
0.852,-0.08528584510492612,0.013032685632734079,-0.011420040026135385,0.0020738899080314887,-0.00023583758106214209,0.000893635231380718
0.862,-0.06338428253344341,0.03669120362390968,-0.0038147436914601476,0.0017583524786777421,-0.00024048065935467421,0.0003291930467556291
0.871,-0.0704129156171267,0.030629291203991417,-0.0033124663971627506,0.0019331387936431077,-0.0002826643493836574,0.0003262596240579486
0.88,-0.09650371374606462,0.011937724308325709,-0.009584238483340677,0.001974803115150546,0.0001329009961601815,0.0006448417638848208
0.891,-0.09185451947357161,0.027413761666929302,-0.009066386157855277,0.0020487000681273224,-0.00045776753184330305,0.0006249976208600578
0.9,-0.06282946996235629,0.04821327685952702,-0.003442034679690768,0.001687908785172001,0.0001060590364168163,0.00042941751302377957
0.909,-0.06813901632580747,0.03435301626695672,-0.001978618776023364,0.0015145252072570955,0.00022254259772429738,0.00021035635701964196
0.919,-0.10117755705676912,0.007079991560231303,-0.007721097173168908,0.0018618523170689078,-2.806881428208199e-05,0.0005487319187928737
0.928,-0.09374618427908589,0.016965141391666043,-0.012555554581002312,0.0018086242245163536,-8.900880484645073e-06,0.000767915954979089
0.938,-0.06530223230503682,0.04089312895691102,-0.006638888117432426,0.0017172188505697446,-0.00015418725299030621,0.0005155457758942591
0.947,-0.07858548872689802,0.032355914032976725,-0.003983194708140916,0.0017171075704758851,7.706528967027948e-05,0.0003700744290314025
0.956,-0.10345019838489386,0.008528548541968762,-0.007870284924668203,0.0017254970214105637,0.0001182339660272052,0.0007512797777467365
0.966,-0.08409713808047074,0.016566960404413165,-0.010111966671687705,0.0017260475645302508,-0.000456431709922277,0.0007434343922633527
0.975,-0.054296301612905176,0.034224842623175586,-0.006065853383213558,0.0014851863734317437,-0.00015708852846594039,0.0005403596326867658
0.985,-0.0682730283800469,0.01869469641402658,-0.005670756557530542,0.0013780845621866494,0.0002243590955521197,0.0005222403207454974
0.994,-0.09161380653677689,-0.0025775982145409843,-0.0088937303217116,0.0021146180972819407,1.3518446573351149e-05,0.00017100611557146437
1.004,-0.08265370084481288,0.015714208385047997,-0.008529146354950359,0.0019374276304525543,9.936164930411065e-06,0.0008765367243210176
1.013,-0.06764149489091248,0.04396803730788601,-0.005755586014297119,0.001956179106269256,2.5306006961089208e-06,0.00016744004207632364
1.023,-0.08347062616546708,0.02480916704701108,-0.00601565701868721,0.0021317908840116076,0.00041336740240283153,0.0004921752108694612
1.032,-0.1008079229230156,0.0025248689139183676,-0.010799397222409617,0.0015497734839091954,1.06094372270565e-05,0.0007427337134126529
1.042,-0.08186797812505914,0.0233242750586524,-0.007760698943534501,0.0017007462658350707,-0.00036514928532419596,0.0009399081069397413
1.051,-0.06575413128038463,0.04406510428909152,-0.001760097817071273,0.0019048598152797268,0.00013953260470011704,0.00035615998012203967
1.061,-0.08252103289631955,0.02750212112086985,-0.007228571129551532,0.0017352371102275273,1.1190639736455006e-05,0.00033204203937073817
1.071,-0.10059245826921112,0.005830097628239488,-0.014122405546574367,0.0019266864997136846,-0.00014591518010863242,0.0005665743731185151
1.079,-0.07811738999939047,0.020989201460316968,-0.009987369015064817,0.0019602058840869035,0.00021141108767591966,0.000914520576712728
1.089,-0.059609398912835204,0.03866094827176249,-0.005724620396370369,0.002142625939130016,0.00018110953093381383,0.0005857569370267556
1.099,-0.08580649322037773,0.023829870107058258,-0.0063951226215115935,0.0017585583629776379,0.00020957352885524427,0.0005424769449936057
1.108,-0.1041632388234776,0.005977796396062593,-0.0075220798466838976,0.001724534833674144,-0.0003563624106747593,0.0007562959844937252
1.117,-0.0803894722007798,0.025561495839165088,-0.007926520336292353,0.0017221219869026742,-0.0003724922503505747,0.0009079657034155387
1.127,-0.06484683013348395,0.043237898401636166,-0.008868955742335679,0.0018852705884375915,-4.476392212654837e-05,0.0007951804546288966
1.136,-0.08206475841189154,0.02066465511679978,-0.010215815922526565,0.0017926303782768952,-2.807868635472033e-05,0.00042458489901597
1.146,-0.09349144165653846,0.006754407945967128,-0.006361703970973737,0.0017231549976636422,-0.000307671303086771,0.0005197763052596324
1.156,-0.07860907021480125,0.036084399450415375,-0.0017444734963103694,0.0015652000632093968,-0.0004130112141344278,0.0005308335682858336
1.165,-0.07453488247432125,0.045802453298776406,-0.0024531082968188094,0.0016775999224647392,-0.0002582865120990997,0.00028110551824761553
1.174,-0.0950700966349258,0.016206352137120884,-0.0051720576463949505,0.0020695022224098848,0.0001257363783363813,0.00032678329141121165
1.184,-0.09639517019490793,0.005053245904776724,-0.005195064603658298,0.001942023722876472,-9.649133333091629e-05,0.000746389475338601
1.193,-0.07061605835611769,0.03318767937093993,-0.002582603026684531,0.001725440754227338,-0.0001078782287325964,0.0005454154007232054
1.203,-0.06645297137563058,0.037353849849451046,-0.0028048327665328773,0.0019831659980348425,2.3494546116335844e-05,0.0003555169337863726
1.212,-0.09513222497437993,0.00915639965353298,-0.010580766658214613,0.0018853195104279459,-7.91380387850256e-05,0.0005100554742474933
1.222,-0.0972938424396311,0.008811497093324797,-0.011714111680815813,0.001796679006008889,-0.0002488856712155619,0.0007527222724076263
1.231,-0.06532065330340908,0.03219410014560864,-0.005889511248000375,0.0019094564190320217,-0.00021291412415725913,0.0005652169697553099
1.24,-0.06529590404849568,0.02990633821081417,-0.00373539560530195,0.002267449487677866,-0.00016235833465056974,0.0004086086055368625
1.25,-0.09516419252165273,0.00664895069133796,-0.008271518903308977,0.002073139565634594,-0.00020451662673250383,0.0004315628209035128
1.259,-0.09406913810924596,0.012045757684872229,-0.009060639846471506,0.0019270476374674717,-0.0002273145344143098,0.0008746191349511972
1.27,-0.0633978718061595,0.039335138604624426,-0.004259729678937311,0.0018860975126243624,-2.517547256627902e-05,0.000612764582314598
1.278,-0.06777981581469127,0.030392559116727103,-0.007750211336721176,0.0020983182159629897,-5.80442703066976e-05,0.0003279986779992117
1.288,-0.09993237004040535,0.005505665696626586,-0.01217506579833031,0.0021474924995508785,-0.00022320248881618095,0.0007087176387689653
1.297,-0.09070775419330854,0.018225014049799437,-0.010393779328569866,0.0019302411201566612,-0.00037615261809708137,0.0008256569496084209
1.307,-0.059071025231266526,0.045152309948644394,-0.005424893722117927,0.0014669765495160965,9.092527876978959e-06,0.0008840552574886248
1.316,-0.07325022717435456,0.03140696221185646,-0.0040697597081394265,0.0017702536388885864,-0.00013797256523207516,0.0003967948271128329
1.326,-0.10134803766822205,0.002228929224019762,-0.008539066028135282,0.0016021557146167428,-0.00020204681386498004,0.0005893719333519358
1.335,-0.08450981126000745,0.0207275260405342,-0.008539911617450689,0.001575107060439503,-0.0004172065864478969,0.0007580278745175236
1.345,-0.06181515590190266,0.04726882180042939,-0.005164431677572044,0.0015397505290898094,-4.832822936872368e-05,0.0007044791226662195
1.354,-0.0820598338316007,0.02409041370744222,-0.006428223018785835,0.001727184777055004,1.3303350715266037e-05,0.00038704221008049286
1.364,-0.10964184472844696,-0.0011586705834080897,-0.010185815201109573,0.0017260575610198053,6.4888575602209105e-06,0.0005005319251112283
1.373,-0.09059170467449457,0.020648593937310406,-0.007929415791476394,0.001935586890434845,-0.0001316524718598843,0.000535950515293065
1.383,-0.06620935699257091,0.048600338303904686,-0.0022342434945952843,0.0017251052872816232,-5.6851896994192534e-05,0.0003751144966842116
1.393,-0.0790515789771078,0.024730188274342316,-0.007101250348773986,0.0018432713251264814,7.044860915465703e-06,0.0002089875389130639
1.401,-0.08904591622831824,0.005495333020826793,-0.00985572417167406,0.0018536035339625902,1.3236972485504119e-05,0.00046784554220697175
1.411,-0.06698482276736878,0.027849212012475175,-0.004600574966590415,0.0018145793330450537,1.19543293457941e-05,0.0005368615495807553
1.42,-0.0579724758562576,0.04625056769216755,-0.0032663794774663085,0.0019376090502540842,6.648426534697536e-05,0.0006194407898324904
1.43,-0.0883401235320644,0.024918780382808568,-0.009267924675370161,0.0019232424318540798,0.0001339762206259096,0.0003250785212665174
1.439,-0.10515885166885844,0.005923428247778605,-0.012785965936418626,0.0017373640047572774,-0.0001779742750159128,0.0006538378145300193
1.45,-0.082837827796445,0.02565293559712006,-0.006219746068068389,0.0019367698092700833,-9.424105194064849e-05,0.0007348745398975956
1.458,-0.06922803369198827,0.04281746986206494,-0.0017146727241245854,0.001938051028336104,0.00021503408176089551,0.0006745069064084831
1.468,-0.08861491091709567,0.025014851994348147,-0.006995778215003757,0.0018629522822031955,0.00043259255099449686,0.0003351764702884437
1.477,-0.09968813285456993,0.012989960172958046,-0.009585987988032561,0.0016670777204114721,-0.00014201837849516118,0.0006430324440219721
1.487,-0.0819569795123847,0.03446913580682426,-0.004063553281343742,0.0013261699539444817,-0.00036162584970919837,0.0006420184644505739
1.496,-0.07639938851131768,0.03348732655235295,-0.0025975204887910925,0.0014835345876342318,5.0357092475565e-05,0.0005428956318181217
1.506,-0.09606660709722598,0.008893591076338477,-0.008023932027404427,0.0016485090488679514,0.0002766711540246482,0.0003330187605666288
1.515,-0.09496403878202926,0.006354361828982816,-0.00909172727562436,0.0019864423081254654,0.00011875018678932659,0.0004766987479530366
1.525,-0.067006866406876,0.035476289416707635,-0.003283584079967431,0.0019377496292557873,6.796748837193062e-05,0.0006543230134053693
1.534,-0.06433517954532139,0.03850330088435515,-0.0030529914469022467,0.0019021975322450519,0.00016030243222489644,0.0004509817849730883
1.544,-0.09376329492479415,0.008229309621405757,-0.010542015497227605,0.0018768619652706018,5.070584245672462e-05,-2.675971925519935e-06
1.553,-0.09623709268143109,0.009798085583352496,-0.013644287569204036,0.0016872039294967148,-6.856833146439084e-05,0.0005435307701489481
1.563,-0.07348886184655323,0.03975905485364453,-0.0073500654782928335,0.0013556788795668375,-0.00010816495699458048,0.0004866635735326532
1.572,-0.07257428393537055,0.03747348344099649,-0.0031213475697630015,0.001725838666546133,4.550704298983822e-05,0.000414607748481773
1.581,-0.09658616353690792,0.007904489755127371,-0.00887798901529796,0.0018781177439440193,0.00019227554643339668,0.0005411571475266369
1.591,-0.08929647405894595,0.008614104319775079,-0.009152269184487413,0.0020095904450157893,9.871232239999964e-06,0.0007813644806508228
1.601,-0.058810835746946725,0.03990225358588308,-0.002137065728739865,0.0019003476099101351,4.1755020593334095e-05,0.0008804415136716775
1.61,-0.07888103061108585,0.034030448507200245,-0.003802149985295776,0.0017275099174213753,0.00019087418867862714,0.00029773443974911453
1.619,-0.10889537535127983,0.0008442626992639056,-0.009954303939530151,0.0017238522355994743,-0.00021254140479674897,0.00032373340059279416
1.629,-0.09378119151446572,0.01497802481498657,-0.007980607242633171,0.0016836693045026829,-0.0006896686431040692,0.0004945566453031641
1.638,-0.06630710733113523,0.04055103888474308,-0.002850477260677246,0.0015275813440197008,-0.00038489023308273793,0.00056808081828937
1.648,-0.07608980680830871,0.01766255051329317,-0.007933856088784086,0.0017577614079067926,5.6618581539024705e-05,0.0004114344270985895
1.657,-0.09152077094829066,-0.007356459522072378,-0.013532917626237232,0.0018225938898820103,-5.919189936479685e-05,0.000752667426942694
1.667,-0.07619082437868249,0.018484897091977114,-0.0059044064328252046,0.0016160775686321306,-0.00014930531171502813,0.0007552188559984329
1.676,-0.056442780131095334,0.05136259233678829,0.001265426001028678,0.0017544655682584715,3.751143961424101e-05,0.00045258431584954255
1.686,-0.08365018761102216,0.03154035147592099,-0.0073391680610035105,0.0016808179118868013,0.0003871058029830608,0.00041013694175209435
1.695,-0.10821961810605255,0.0021975671950884984,-0.016350982426750607,0.0015191955033895263,-4.429190619083549e-05,0.000686832333111812
1.705,-0.08098332905541006,0.024312834637599322,-0.009890054993474883,0.0017194762617777249,-0.0007055473290848881,0.0005352265429949473
1.714,-0.05755620394555567,0.04565574201166865,-0.00033545856836215623,0.0017339568214338583,-0.0007751249274997395,0.00031814300125584526
1.724,-0.08574970438572405,0.015163965188476347,-0.004989362675623924,0.0019274087171883378,-5.9326429144702475e-06,0.0003939963349323608
1.733,-0.10203733140117338,-0.005183230521435857,-0.013759294131241879,0.001925609405704978,1.1071004374261752e-05,0.0007320615556915592
1.743,-0.07046412903406589,0.029475825825578582,-0.009561796167015486,0.0017369453106354353,-0.00014725961300993796,0.0007435151106154583
1.752,-0.06780291238259303,0.04810653978879927,-0.004331689240481487,0.0019285933544796153,4.142426903823898e-06,0.0003305974274395962
1.762,-0.10136490616251695,0.01718864141505253,-0.008739380009252564,0.0019258712022232002,0.00010800138522555652,0.0003671306657351146
1.771,-0.10833928149479831,0.006556316464360227,-0.01338212748559893,0.0017337954572419299,-0.0005584830432554172,0.0005752519041571593
1.781,-0.07506362560887736,0.03592570407672378,-0.009857033155107702,0.0017348735223603124,-0.0005888486532341975,0.0011270676336407773
1.79,-0.05907672348284707,0.0472980844023622,-0.006313130690292119,0.0017232620685729623,-0.0004573422434146216,0.0005564236250894753
1.8,-0.08584469826506345,0.012534107089950342,-0.0074186001720598655,0.0015238529752450694,-2.241810666009104e-05,0.0005484811999793208
1.809,-0.09764853213048033,0.003037204712924395,-0.008784688008693076,0.0017315487479824666,1.570891351041016e-05,0.0007323020801613673
1.818,-0.07315331980698159,0.04024837209637308,-0.007573641401930301,0.002122959173229257,-0.00030300070399882884,0.0005934079155160323
1.828,-0.07188424171713499,0.0480852834139378,-0.005581515055489915,0.0017078371915505842,0.0006065819287411484,0.0003180130749720697
1.837,-0.1009769493652542,0.01045111243728885,-0.006934551352615049,0.0019383863099018777,0.0004352234581317176,0.0003333916075800528
1.847,-0.09986939339353194,0.0031173132091348726,-0.006979324037344181,0.0019356685700280436,-0.00016462075967466972,0.0007546587774440204
1.857,-0.06473811019889947,0.039338719308824904,-0.0027071981501389166,0.001754363897414229,-0.0005898120596583692,0.0006982650079291636
1.866,-0.06308612708729003,0.03868285442160508,-0.0031879559799492083,0.0015492452460608088,0.00014905836123130936,0.00037204169863250995
1.875,-0.09564439718400242,0.0029690121028183823,-0.008437090451922404,0.0015142496380159244,2.7262179931118993e-05,0.0005232918314886331
1.885,-0.0911840879160824,0.006978020734818131,-0.007394499005655719,0.0015336148441165123,1.681406996678164e-05,0.0010986089941607412
1.894,-0.05864394482503038,0.04182713987979819,-0.001144498797617131,0.0016772028866652272,0.00024555156807767035,0.0006448496193480972
1.903,-0.06805674196923925,0.032682686111691554,-0.003262278443134977,0.001723788467486544,0.00015718035874026437,0.00033846230016336724
1.914,-0.10586735153057689,-0.0049923993382074375,-0.012598825133655445,0.001539486466591136,-0.00011720003801754097,0.0003456146160014323
1.923,-0.0966483380356356,0.012470903536809203,-0.010618147918416006,0.0017089024277202492,-0.0004128580808782529,0.0007494564968307373
1.932,-0.06254951183986533,0.05243548558576187,-0.003021615016330509,0.0018698879678791548,0.00010463645269746623,0.00036987439208343773
1.942,-0.07220210100009986,0.0351428772756168,-0.006138528044953722,0.0017602296809162382,0.0004019626740595403,0.0003116863009649702
1.951,-0.10527864000726475,0.000770404104570542,-0.012300051336537783,0.0018862846027162164,0.00011385637201842698,0.0005378547623481793
1.96,-0.09645255407079834,0.018787367795455534,-0.008075085415320846,0.0020067272844184114,-0.00019899093798731956,0.0008831753333748524
1.971,-0.06319917468463004,0.053829073208632824,-0.004397089100461148,0.002147958879157025,-1.3026653310843324e-05,0.0003630367631873188
1.979,-0.07552018116656127,0.033618164410530345,-0.006082162584759293,0.00207688104942885,0.00013360232092230715,0.00032187301982638205
1.989,-0.10504945507479073,-0.000368071841421274,-0.008404639852266353,0.001883309204755691,-7.005170205705608e-05,0.0003704851203504124
1.999,-0.08785835656886186,0.01567581483161748,-0.0057534526739053725,0.0016534362683070089,-0.00047309327980496994,0.0007783099001652679
2.007823974,-0.05970644622198244,0.0462553114291068,-0.001316294416028237,0.0020431549599169954,-0.0003075065899969757,0.0006118745033446501
2.016823974,-0.08157835237270064,0.024424616194860232,-0.005254627026514948,0.0020459284828451725,0.0001831671118534163,0.000536750504485226
2.026823974,-0.10558036108568933,-0.007304817450115405,-0.009130463240574371,0.0020527832239899207,-0.00023491745266474386,0.000538787713189976
2.035823974,-0.07219355585411304,0.02162097421139603,-0.003026149392091131,0.0020258411833873093,-0.0006316958684543668,0.000866201973658969
2.045823974,-0.05511744971248164,0.04813104806120566,0.0001627678637435414,0.0019662134781112924,-0.000232835083825022,9.693128602075555e-05
2.054823974,-0.08836913433950078,0.020161207042926562,-0.008419128490551066,0.0017239550360191335,-0.00038283492006213236,0.0002185922624267594
