t,ax,ay,az,wx,wy,wz
0.9,-0.06633842440028634,0.5379016023101509,-0.04298348508544936,0.020997744882242913,-0.0469040451262738,-0.11343850726273225
0.91,-0.056895873669385824,0.5402291057775254,-0.0642046255367536,0.02064946299784289,-0.031060863930504307,-0.12302077730459472
0.919,-0.03700935157542398,0.5340508176663866,-0.0814762763435901,0.01988023728834021,-0.015872091409943067,-0.1272927551140821
0.929,0.004624263521880653,0.5252329764973158,-0.09448070973236765,0.01924101224680771,0.00047516677816480284,-0.12670276640197772
0.938,0.040559315504345356,0.5135076325926343,-0.0973956168319042,0.018452479859394147,0.01501108744537916,-0.12386111574596725
0.948,0.05265410793286289,0.5090382982694869,-0.08737270701374344,0.018172939267560046,0.031307826650137885,-0.12132310138035853
0.957,0.05261385828867943,0.5183611495438777,-0.0738228673990833,0.01770050640023302,0.04592431897306347,-0.12152373550851606
0.966,0.03657921629863746,0.5370629899212621,-0.05643545418716504,0.01599985355135731,0.059876174640284364,-0.12218219783090088
0.976,0.020229843592557417,0.559982619982842,-0.03631680749918914,0.013091056164429628,0.07216768648891791,-0.12235476881286597
0.986,0.0230617820528789,0.5799233471908011,-0.02151905219919764,0.008339233052869868,0.08080776655471879,-0.12269355490714752
0.995,0.03723106137284226,0.5926313129237903,-0.01248408879036866,0.002649502874946319,0.08630008589689239,-0.12116536539637605
1.004,0.05361995095886634,0.5965240906817462,-0.006175292201283777,-0.0030902084445688324,0.08955635402050502,-0.11668004899925137
1.014,0.08340186056624006,0.6041572535020727,-0.00587336304118703,-0.010111562346364171,0.09183734221966075,-0.1076977983093459
1.023,0.12487895362257592,0.6155817593755221,-0.008990639345713564,-0.016935336920699658,0.0924218865890784,-0.0973722250461943
1.033,0.16061135964608722,0.6304379822487405,-0.016548259211420824,-0.024807032328826112,0.09180601795388041,-0.08491910223814224
1.043,0.16888106690561663,0.6511727607702081,-0.0226828084521094,-0.03319106224536115,0.09039813755385259,-0.07417023889352597
1.052,0.16276887184809402,0.6776862008535122,-0.024437770115651056,-0.04142157791697669,0.08794528345593139,-0.06733166792410528
1.061,0.15909139235060457,0.6999335353028138,-0.027619609298014665,-0.04966343773974992,0.08386031287235543,-0.06098490525717666
1.071,0.1758206965764803,0.7029036292504299,-0.03225024433122513,-0.05889088541905756,0.07928710057371188,-0.05378313477432643
1.08,0.22012598048818402,0.6870377857246093,-0.03828806688698243,-0.06594725189148408,0.07647126007390476,-0.04686630307171359
1.089,0.25951874121427837,0.6530098107871366,-0.036008786178337956,-0.07247583949596868,0.07405814448260475,-0.04139706145321969
1.099,0.2517606117628204,0.6363220013428111,-0.007910451476156134,-0.0786097023244445,0.07298752784862567,-0.03917178077701339
1.109,0.2138962068117473,0.6522180068869864,0.0334664194037672,-0.08398716946449981,0.07125679550604443,-0.037286568764388524
1.118,0.17187756666439638,0.6658397358672111,0.07650268116168257,-0.08898289845038104,0.0679468614757836,-0.034630250942546834
1.128,0.141486364246638,0.6603916892827463,0.11867088173631417,-0.09410377215830766,0.06129835235569081,-0.030624526625231
1.137,0.15095292455915632,0.6399331243085955,0.13133516671888879,-0.09757378669864257,0.05437285564312916,-0.026105602730625108
1.146,0.17791405416422595,0.6212360882827626,0.11944926971888405,-0.0983856204702475,0.050031517749184046,-0.019040681920538302
1.156,0.2014742526270888,0.6014234446497251,0.09914063701581219,-0.09564894577856095,0.048517811839853216,-0.008060929205653433
1.165,0.21946812227643397,0.5987190773355611,0.07791253129542162,-0.09055951832101847,0.05023857936787893,0.0067118507691447974
1.175,0.22979313734466406,0.6220031842920991,0.047004281142833323,-0.0832160500843295,0.05485479155195552,0.026517866343202242
1.184,0.21097426348317613,0.6601061565527055,0.01963870142270531,-0.07428745414029331,0.062138534778250515,0.04905711546651449
1.194,0.154740323193403,0.7186859565983723,0.005906381766021412,-0.06435508498995754,0.07138082315737211,0.0745298640420511
1.203,0.07212759922276923,0.7848322503981524,-0.006226836673783567,-0.05387769638894736,0.08209158335071014,0.09706763167439929
1.213,-0.011836331511102277,0.8657722566031331,-0.01847453965142561,-0.04340285698421166,0.09526125088812719,0.11789985575741005
1.222,-0.10405120843366752,0.9558298009335922,-0.01416384825885792,-0.03426154926504496,0.1081596578060195,0.134113224878115
1.232,-0.2294486895262146,1.0460392069244764,0.017582719206081947,-0.026613915158926502,0.11962708566340621,0.14304261190033213
1.242,-0.3651971080658489,1.1256431811156142,0.07216184115549815,-0.02092508170295678,0.12799440237175203,0.140398330526406
1.25,-0.48615883898707457,1.1877657771075638,0.12352026759478234,-0.0192940998987946,0.13202869165748812,0.1291577621354929
1.26,-0.5753350326173852,1.245532790993165,0.18089611866052868,-0.01921220101640316,0.1336916859650775,0.11031219876180026
1.269,-0.6277816766671906,1.2922878955465227,0.21302851827357547,-0.020331149727464762,0.13325699773444302,0.0896537001878067
1.279,-0.6756320211571056,1.32771097875548,0.23288951485930898,-0.021794788378696747,0.132627386288694,0.0643897910049237
1.288,-0.7080030005762517,1.3494338096906517,0.25290962277325935,-0.02325304497320728,0.1311855566864465,0.04148024172855495
1.299,-0.7188345806932362,1.3577316288649353,0.2673282273214143,-0.025069613101486744,0.1276515404064279,0.014643331178636945
1.308,-0.69996421664553,1.338128710624736,0.26260052886705165,-0.025749191074536455,0.12270619450614101,-0.008287842062750118
1.317,-0.6540183825034304,1.3029099428771118,0.23951046472502074,-0.02653724000371324,0.11576542236636858,-0.033252701578087816
1.327,-0.5864857959901519,1.264827821565275,0.1965949589609425,-0.026584235293483558,0.10636366100404429,-0.061004517872260716
1.336,-0.5110376977645177,1.2138352895719002,0.15393480396710219,-0.025692398403387107,0.09807634457017197,-0.08338472634314577
1.345,-0.42369332878714366,1.1504419019348524,0.10299876565491169,-0.023611480208186958,0.09069950004587889,-0.10202740999727711
1.355,-0.33359870827994764,1.088615925320125,0.03780283163887791,-0.019671562096971407,0.08488724897283148,-0.11652343902721839
1.364,-0.25875992749577237,1.038892683005431,-0.022771055573241095,-0.014071050410689248,0.08209732825683964,-0.12272836748152663
1.374,-0.19965114041078835,1.0051624257481484,-0.06416652152194396,-0.006483555130983128,0.0810423271522148,-0.1215456172454567
1.384,-0.16945273582774084,0.9899535313800778,-0.07677498601806836,0.0016600367895595286,0.0795259239106084,-0.11417779968695099
1.393,-0.16858263633545256,0.9908664006029715,-0.0755610240155975,0.00960416603901039,0.07764065496694612,-0.10240830813908544
1.402,-0.1818336146952159,1.0054220536834255,-0.06582498583566476,0.01730701628160147,0.0750057603292213,-0.08916806264377564
1.411,-0.19503242975629698,1.0231291695559284,-0.05093546845095932,0.024326448996815086,0.0721317307084827,-0.07500418297474921
1.421,-0.21185386523321348,1.0411789902388149,-0.04552163859180079,0.03214438310580889,0.0692434401950617,-0.05954173282293461
1.43,-0.23691470388809605,1.067283189561037,-0.06111593818913867,0.04012210833598983,0.06837331415773422,-0.04552771286755357
1.441,-0.2933526460196626,1.121438291012383,-0.07650603086594573,0.05044897662412244,0.0704224802860923,-0.029164198479622632
1.45,-0.39112247001630374,1.205739620470589,-0.06397712038911257,0.057756204544911614,0.07367686684491022,-0.01530482298556753
1.459,-0.4976513103620778,1.3145736016267122,-0.03278080798445816,0.06313574550497197,0.07670909288471364,-0.0023277468963506256
1.469,-0.6077294561786252,1.4361517665230557,0.0009143414737515839,0.06485002426284242,0.07967724610039374,0.0067233424389797555
1.478,-0.7507631511011583,1.5635756981665152,0.035951171165471786,0.06219925301563342,0.0816709297866454,0.008657945356634616
1.487,-0.9056757513602665,1.6813671648649813,0.07509622508335839,0.05572869593181547,0.0819616108623251,0.004537203485887707
1.497,-1.0210045740840132,1.7712119880375585,0.08093739794248495,0.04571016668068868,0.08015510426285306,-0.006365231156717775
1.506,-1.1131547731049378,1.8394672918094221,0.05936819417963724,0.033964089532016996,0.07706789429300494,-0.025375947696476386
1.516,-1.2206356879511255,1.9034437819018029,0.05288207937948957,0.019588087899952866,0.07015656579091933,-0.0521651046653908
1.525,-1.3313284973595871,1.9716595545688904,0.07335416311615613,0.0024674600532316442,0.05904212184583317,-0.08123148227000407
1.535,-1.428813301797533,2.0386297740749657,0.10302196340744535,-0.019523575150630645,0.0429103392923092,-0.11410473010074747
1.544,-1.4842554438032778,2.0693249100320434,0.10813721882254479,-0.042650302638964785,0.02596900821349759,-0.13957791424689522
1.554,-1.489662759687486,2.0548168488381773,0.0855457817678357,-0.06829444751527391,0.00847792845157849,-0.15896147488508652
1.563,-1.4448872336187406,1.9825461994250673,0.042493731969313636,-0.08975098040075373,-0.006615552934343507,-0.16870986487663311
1.573,-1.356075898241905,1.8496205315139862,-0.014304443732494022,-0.11033149158221972,-0.02198416616684671,-0.17082384072210077
1.582,-1.2510573618897496,1.6986150796489377,-0.05862419751703088,-0.12370838866707073,-0.03307364235275062,-0.1650235498922094
1.592,-1.1549493663273516,1.5397718866690073,-0.09384680995513028,-0.1329284701839096,-0.043183090610257074,-0.1480695660007966
1.601,-1.0759368124134605,1.4115860252058514,-0.1286949104718873,-0.13525893339776895,-0.04898291342912192,-0.1257231264207241
1.611,-1.010201657644714,1.308085819397972,-0.16081575501115555,-0.1326294889707426,-0.051923282486682404,-0.09561851981772986
1.62,-0.9639561598602502,1.2361537104633626,-0.17669977885226223,-0.1261652700177842,-0.05186572206077813,-0.06285145054115066
1.629,-0.9453200131284698,1.20350151222677,-0.1761356363561516,-0.11807971043362203,-0.05027145495152921,-0.029078532375979606
1.639,-0.9432741866239227,1.1891838381545223,-0.16484130264735447,-0.10776902967829247,-0.047011526725365765,0.009367455767209067
1.648,-0.9320159171148445,1.1944724011448162,-0.16972416246136385,-0.09823797895279895,-0.042911501520952064,0.04235255982120063
1.658,-0.941790661815265,1.2556752542933944,-0.18100537147721737,-0.08787328121467716,-0.03821017044027673,0.0751055920537068
1.667,-1.0190289127135137,1.3695975943729666,-0.15451619355004242,-0.08234653042440061,-0.036311455806037465,0.09731768114774927
1.677,-1.14203739789439,1.5344515411798545,-0.09737074511641439,-0.08093366335277273,-0.03866756531748016,0.11262195053015472
1.686,-1.2567161760318832,1.700271558724013,-0.052761378215093996,-0.08500907567937188,-0.04594227062036785,0.11693967389208419
1.696,-1.3631823243017784,1.850414657089567,-0.011850103267881973,-0.0948032593335496,-0.05704357876746622,0.1136371025167853
1.705,-1.4424153860387783,1.9727408090916814,0.013273830725741563,-0.10782669137660332,-0.07244166110765345,0.10215248521488056
1.715,-1.5066516037937288,2.058583150126282,0.03785174630936383,-0.1259950552671008,-0.09355461775813496,0.08224442152814873
1.724,-1.5616645633316237,2.06802648224004,0.06279239095255898,-0.14444261181017176,-0.11728778147219712,0.05739240137367386
1.734,-1.5839261269668385,2.0344925785576065,0.024143117227453915,-0.16533382490271353,-0.1506781023422183,0.026832178013438485
1.743,-1.5581545391258238,1.9548405564047173,-0.023009620205397874,-0.18720636100318852,-0.19189094674451557,0.010793925161222472
1.753,-1.421278914105433,1.7517698244582456,0.005372879706158758,-0.20457116577396953,-0.23626479178038115,-0.0010749831158355157
1.763,-1.0509846388384807,1.4184208805791956,0.021190354042158428,-0.2147556861053685,-0.2733914442161119,-0.00830887045787478
1.772,-0.7043910570343627,1.0865863275961947,0.021543141977006727,-0.21673347069084598,-0.3013090906424252,0.003589225380951984
1.781,-0.38426222360527995,0.7336138584220698,0.048564535271743765,-0.20445831514067342,-0.31372158742324485,0.01130181013036315
1.79,-0.010918166153670278,0.39319930222123,0.04975878060474522,-0.1814870892503432,-0.3140803369306962,0.01887275907114092
1.8,0.24235357058002466,0.1103644944182412,0.013480872204133094,-0.14375696457017742,-0.2995531653849369,0.02373827393452172
1.809,0.37154933040288457,-0.1030621848679682,0.0060600329033860725,-0.10067695259997053,-0.27446012950002163,0.013744078566533794
1.82,0.4153942309073808,-0.2576900944048741,0.04866570002781878,-0.045225971731609124,-0.23913865665238043,-0.013686356685130945
1.828,0.39454752994214237,-0.31113352398120997,0.0605210747245758,-0.0020831449202531192,-0.21108526651326168,-0.048155198422388676
1.838,0.2530076336720813,-0.2770664288748347,0.08799734582493297,0.04596498766924303,-0.18080308103732332,-0.10388361375322379
1.847,0.031209258797754852,-0.22344369338166145,0.1938798712447533,0.08093017119275628,-0.16069494419101524,-0.15506097691404186
1.857,-0.1433713167763111,-0.18312283119259432,0.3628432259229389,0.10403388290377465,-0.14701087296923368,-0.1967792155312849
1.866,-0.26848528321590315,-0.1398096823590872,0.5580387931056782,0.11045129857247932,-0.14416851612071124,-0.22445303696907526
1.876,-0.3500261524102712,-0.1363729430240177,0.8133998825504447,0.1062406609960752,-0.15241075122498815,-0.25118280647454133
1.885,-0.3206792002205851,-0.18896527733964877,0.9953171599541208,0.0956695630625728,-0.16584878070255077,-0.2705861056786045
1.895,-0.20035144076768013,-0.28188738089832144,1.1308029046169223,0.07925119340423914,-0.18203595740620648,-0.2851595914234977
1.903808001,-0.04805746578151332,-0.41006359287018557,1.2183527062249206,0.06404279937227085,-0.1976198552585898,-0.28928771796866604
1.912808001,0.15685271374389193,-0.5708889861036426,1.2199597917665477,0.05352576179551747,-0.20844160548454604,-0.2839725574155318
1.922808001,0.39418304860603565,-0.726617993652042,1.1304200358794794,0.0520881918745562,-0.21184863007029808,-0.27362166298050017
1.932808001,0.5951158762849531,-0.8186123907060125,1.0257205233103526,0.06012678908150712,-0.20687044699356838,-0.2651297208068735
1.941808001,0.7080389292460452,-0.83619444542605,0.9504948063527782,0.0737769706933836,-0.1969226885796663,-0.26226804393651226
1.951808001,0.7856183517306738,-0.8181084541919411,0.8722460207821902,0.09152012923062887,-0.1807021053803336,-0.26701698866429496
1.961808001,0.8492527678334605,-0.7777405031614615,0.7924718815951357,0.10863364036658629,-0.1609156810445207,-0.2816811535088607
1.969808001,0.8896769044635159,-0.7118051401905207,0.7188038437547052,0.12211420891253136,-0.14265491719196993,-0.3007502886183785
1.979808001,0.913521076559011,-0.5901381093471351,0.6277380783736844,0.1370684560393072,-0.12132984617390334,-0.3319063220426942
1.989808001,0.919931967600253,-0.4482101180138422,0.5291828859676853,0.15192983403174115,-0.09900948584156868,-0.3728739982580508
1.998808001,0.9386193517864704,-0.3229763041210078,0.4292682155232741,0.16438782275967867,-0.07952800144298147,-0.4094860834244416
2.007808001,0.9747342249641848,-0.17560624137958783,0.32099293485563307,0.17596782135477063,-0.06117449894499454,-0.44404791259384363
2.018808001,0.9731620986067087,-0.013122244865822821,0.20041190561853814,0.1864784223188831,-0.04183406737062267,-0.47517818234431597
2.026808001,0.9287888772056627,0.11977567020393398,0.1482484449658007,0.190069536364479,-0.02650056070963502,-0.49150808842942684
2.036808001,0.8517467987184355,0.2668494507701968,0.0916154150416106,0.18912182503143718,-0.013541779251588134,-0.49787606884130287
2.046808001,0.7394507679460077,0.38110523010536673,0.039938978697254254,0.1817749364039563,-0.006054767449695957,-0.49348621986494534
2.055808001,0.6029116612731545,0.4415761728572306,0.03807398221775784,0.17065398057448888,-0.0038349649531501627,-0.48584553556024845
2.064808001,0.48509644811453584,0.5071275631880896,0.038496813785268244,0.1562146404152662,-0.004591073574755884,-0.4700463989120381
2.074808001,0.41390328905763135,0.5461776193831196,0.008315003114119892,0.13680343755896032,-0.006963958041628698,-0.44354683603715184
2.083808001,0.35869568870911855,0.5260530863605529,-0.047623846964162234,0.1180285671590888,-0.009768172585939002,-0.41465985152454654
2.093808001,0.27396847249330586,0.49710827059813,-0.11784495710093222,0.09933369460438937,-0.012693860380830684,-0.382018537600963
2.103808001,0.16844695543883342,0.4580912151503893,-0.1737890426470337,0.08384836038223185,-0.01651308647042674,-0.3541810408812301
2.112808001,0.06335837045578153,0.3861433630593979,-0.21716886623451015,0.07399780868046209,-0.022179440482027322,-0.3376350541034301
2.121808001,-0.03702684195338004,0.3013623758678778,-0.2804851480330937,0.07048767461219854,-0.028215847094707265,-0.33064069717653427
2.131808001,-0.07459624796168383,0.22222829115423676,-0.3662608115725385,0.07466632386147246,-0.031322638501853406,-0.3291039822377184
2.140808001,-0.03456870323369003,0.16278230219862463,-0.4427820548328837,0.08320045233133694,-0.02941433233809925,-0.3287960007401524
